,_id,Quarter,HB,HBQF,HBT,CancerType,CancerTypeQF,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferrals62DayStandardQF,NumberOfEligibleReferralsTreatedWithin62Days,NumberOfEligibleReferralsTreatedWithin62DaysQF
4069,3948,2017Q1,S08000022,,S08000020,Lung,,1,,0,
4070,3949,2017Q1,S08000022,,S08000020,Ovarian,,3,,3,
4071,3950,2017Q1,S08000022,,S08000020,Urological,,2,,0,
4072,3951,2017Q1,S08000022,,S08000022,Breast,,45,,45,
4073,3952,2017Q1,S08000022,,S08000022,Cervical,,1,,1,
4074,3953,2017Q1,S08000022,,S08000022,Colorectal,,22,,18,
4075,3954,2017Q1,S08000022,,S08000022,Head & Neck,,8,,8,
4076,3955,2017Q1,S08000022,,S08000022,Lung,,19,,18,
4077,3956,2017Q1,S08000022,,S08000022,Lymphoma,,7,,7,
4078,3957,2017Q1,S08000022,,S08000022,Melanoma,,4,,4,
4079,3958,2017Q1,S08000022,,S08000022,Ovarian,,2,,1,
4080,3959,2017Q1,S08000022,,S08000022,Upper GI,,21,,19,
4081,3960,2017Q1,S08000022,,S08000022,Urological,,27,,17,
4082,3961,2017Q1,S08000022,,S08000024,Urological,,1,,1,
4083,3962,2017Q1,S08000022,,S08000028,Breast,,1,,1,
4084,3963,2017Q1,S08000022,,SB0801,Lung,,7,,6,
4085,3964,2017Q1,S08000024,,S08000016,Breast,,4,,4,
4086,3965,2017Q1,S08000024,,S08000019,Breast,,5,,4,
4087,3966,2017Q1,S08000024,,S08000024,Breast,,155,,153,
4088,3967,2017Q1,S08000024,,S08000024,Cervical,,4,,3,
4089,3968,2017Q1,S08000024,,S08000024,Colorectal,,68,,60,
4090,3969,2017Q1,S08000024,,S08000024,Head & Neck,,19,,19,
4091,3970,2017Q1,S08000024,,S08000024,Lung,,60,,59,
4092,3971,2017Q1,S08000024,,S08000024,Lymphoma,,12,,7,
4093,3972,2017Q1,S08000024,,S08000024,Melanoma,,12,,12,
4094,3973,2017Q1,S08000024,,S08000024,Ovarian,,7,,4,
4095,3974,2017Q1,S08000024,,S08000024,Upper GI,,31,,29,
4096,3975,2017Q1,S08000024,,S08000024,Urological,,79,,59,
4097,3976,2017Q1,S08000024,,S08000029,Breast,,2,,2,
4098,3977,2017Q1,S08000025,,S08000020,Head & Neck,,1,,1,
4099,3978,2017Q1,S08000025,,S08000020,Upper GI,,1,,1,
4100,3979,2017Q1,S08000025,,S08000020,Urological,,3,,1,
4101,3980,2017Q1,S08000025,,S08000025,Colorectal,,4,,4,
4102,3981,2017Q1,S08000025,,S08000025,Melanoma,,1,,1,
4103,3982,2017Q1,S08000025,,S08000025,Upper GI,,3,,3,
4104,3983,2017Q1,S08000026,,S08000020,Lung,,1,,1,
4105,3984,2017Q1,S08000026,,S08000020,Ovarian,,1,,1,
4106,3985,2017Q1,S08000026,,S08000020,Upper GI,,2,,2,
4107,3986,2017Q1,S08000026,,S08000020,Urological,,1,,1,
4108,3987,2017Q1,S08000026,,S08000026,Breast,,1,,1,
4109,3988,2017Q1,S08000026,,S08000026,Colorectal,,3,,2,
4110,3989,2017Q1,S08000026,,S08000026,Lymphoma,,1,,1,
4111,3990,2017Q1,S08000026,,S08000026,Urological,,7,,7,
4112,3991,2017Q1,S08000028,,S08000022,Breast,,1,,1,
4113,3992,2017Q1,S08000028,,S08000022,Head & Neck,,1,,0,
4114,3993,2017Q1,S08000028,,S08000022,Lung,,2,,2,
4115,3994,2017Q1,S08000028,,S08000022,Lymphoma,,1,,1,
4116,3995,2017Q1,S08000028,,S08000022,Upper GI,,1,,1,
4117,3996,2017Q1,S08000028,,S08000022,Urological,,2,,2,
4118,3997,2017Q1,S08000028,,S08000028,Breast,,1,,1,
4119,3998,2017Q1,S08000028,,S08000028,Colorectal,,3,,3,
4120,3999,2017Q1,S08000028,,S08000028,Upper GI,,2,,2,
4121,4000,2017Q1,S08000028,,S08000028,Urological,,4,,3,
4122,7501,2013Q2,S92000003,d,S08000026,Lung,,1,,1,
4123,7502,2013Q2,S92000003,d,S08000026,Urological,,5,,5,
4124,7503,2013Q2,S92000003,d,S08000028,Colorectal,,3,,3,
4125,7504,2013Q2,S92000003,d,S08000028,Lung,,2,,2,
4126,7505,2013Q2,S92000003,d,S08000028,Melanoma,,2,,2,
4127,7506,2013Q2,S92000003,d,S08000029,Breast,,25,,25,
4128,7507,2013Q2,S92000003,d,S08000029,Cervical,,4,,4,
4129,7508,2013Q2,S92000003,d,S08000029,Colorectal,,29,,28,
4130,7509,2013Q2,S92000003,d,S08000029,Head & Neck,,1,,1,
4131,7510,2013Q2,S92000003,d,S08000029,Lung,,29,,29,
4132,7511,2013Q2,S92000003,d,S08000029,Lymphoma,,6,,6,
4133,7512,2013Q2,S92000003,d,S08000029,Melanoma,,4,,3,
4134,7513,2013Q2,S92000003,d,S08000029,Ovarian,,5,,5,
4135,7514,2013Q2,S92000003,d,S08000029,Upper GI,,17,,17,
4136,7515,2013Q2,S92000003,d,S08000029,Urological,,30,,27,
4137,7516,2013Q2,S92000003,d,S08000030,Breast,,66,,63,
4138,7517,2013Q2,S92000003,d,S08000030,Cervical,,3,,3,
4139,7518,2013Q2,S92000003,d,S08000030,Colorectal,,35,,33,
4140,7519,2013Q2,S92000003,d,S08000030,Head & Neck,,9,,8,
4141,7520,2013Q2,S92000003,d,S08000030,Lung,,44,,43,
4142,7521,2013Q2,S92000003,d,S08000030,Lymphoma,,2,,1,
4143,7522,2013Q2,S92000003,d,S08000030,Melanoma,,7,,5,
4144,7523,2013Q2,S92000003,d,S08000030,Ovarian,,2,,2,
4145,7524,2013Q2,S92000003,d,S08000030,Upper GI,,36,,36,
4146,7525,2013Q2,S92000003,d,S08000030,Urological,,31,,28,
4147,7526,2013Q2,S92000003,d,S08000031,Breast,,197,,195,
4148,7527,2013Q2,S92000003,d,S08000031,Cervical,,11,,9,
4149,7528,2013Q2,S92000003,d,S08000031,Colorectal,,109,,99,
4150,7529,2013Q2,S92000003,d,S08000031,Head & Neck,,37,,31,
4151,7530,2013Q2,S92000003,d,S08000031,Lung,,161,,152,
4152,4037,2017Q1,S08000031,,S08000031,Colorectal,,112,,92,
4153,4038,2017Q1,S08000031,,S08000031,Head & Neck,,36,,31,
4154,4039,2017Q1,S08000031,,S08000031,Lung,,132,,124,
4155,4040,2017Q1,S08000031,,S08000031,Lymphoma,,26,,24,
4156,4041,2017Q1,S08000031,,S08000031,Melanoma,,39,,39,
4157,4042,2017Q1,S08000031,,S08000031,Ovarian,,17,,17,
4158,4043,2017Q1,S08000031,,S08000031,Upper GI,,88,,74,
4159,4044,2017Q1,S08000031,,S08000031,Urological,,140,,78,
4160,4045,2017Q1,S08000031,,S08000032,Breast,,24,,24,
4161,4046,2017Q1,S08000031,,SB0801,Lung,,23,,13,
4162,4047,2017Q1,S08000032,,S08000024,Colorectal,,1,,1,
4163,4048,2017Q1,S08000032,,S08000024,Urological,,1,,0,
4164,4049,2017Q1,S08000032,,S08000031,Breast,,1,,1,
4165,4050,2017Q1,S08000032,,S08000031,Cervical,,3,,3,
4166,4051,2017Q1,S08000032,,S08000031,Colorectal,,11,,7,
4167,4052,2017Q1,S08000032,,S08000031,Lung,,9,,9,
4168,4053,2017Q1,S08000032,,S08000031,Ovarian,,4,,3,
4169,4054,2017Q1,S08000032,,S08000031,Upper GI,,2,,2,
4170,4055,2017Q1,S08000032,,S08000031,Urological,,6,,6,
4171,4056,2017Q1,S08000032,,S08000032,Breast,,54,,54,
4172,4057,2017Q1,S08000032,,S08000032,Cervical,,8,,8,
4173,4058,2017Q1,S08000032,,S08000032,Colorectal,,46,,44,
4174,4059,2017Q1,S08000032,,S08000032,Head & Neck,,5,,5,
4175,4060,2017Q1,S08000032,,S08000032,Lung,,33,,33,
4176,4061,2017Q1,S08000032,,S08000032,Lymphoma,,8,,8,
4177,4062,2017Q1,S08000032,,S08000032,Melanoma,,12,,12,
4178,4063,2017Q1,S08000032,,S08000032,Ovarian,,1,,1,
4179,4064,2017Q1,S08000032,,S08000032,Upper GI,,35,,35,
4180,4065,2017Q1,S08000032,,S08000032,Urological,,46,,42,
4181,4066,2017Q1,S08000032,,SB0801,Lung,,5,,5,
4182,4067,2017Q2,S08000015,,S08000015,Breast,,101,,99,
4183,4068,2017Q2,S08000015,,S08000015,Cervical,,2,,2,
4184,4069,2017Q2,S08000015,,S08000015,Colorectal,,34,,30,
4185,4070,2017Q2,S08000015,,S08000015,Head & Neck,,5,,4,
4186,4071,2017Q2,S08000015,,S08000015,Lung,,34,,34,
4187,4072,2017Q2,S08000015,,S08000015,Lymphoma,,5,,3,
4188,4073,2017Q2,S08000015,,S08000015,Melanoma,,7,,7,
4189,4074,2017Q2,S08000015,,S08000015,Upper GI,,18,,18,
4190,4075,2017Q2,S08000015,,S08000015,Urological,,32,,29,
4191,4076,2017Q2,S08000015,,S08000017,Breast,,3,,3,
4192,4077,2017Q2,S08000015,,S08000024,Breast,,1,,1,
4193,4078,2017Q2,S08000015,,S08000031,Breast,,1,,0,
4194,4079,2017Q2,S08000015,,S08000031,Cervical,,3,,1,
4195,4080,2017Q2,S08000015,,S08000031,Colorectal,,5,,0,
4196,4081,2017Q2,S08000015,,S08000031,Head & Neck,,6,,2,
4197,4082,2017Q2,S08000015,,S08000031,Lung,,9,,7,
4198,4083,2017Q2,S08000015,,S08000031,Melanoma,,2,,2,
4199,4084,2017Q2,S08000015,,S08000031,Ovarian,,4,,3,
4200,4085,2017Q2,S08000015,,S08000031,Upper GI,,7,,4,
4201,4086,2017Q2,S08000015,,S08000031,Urological,,3,,2,
4202,4087,2017Q2,S08000015,,SB0801,Lung,,6,,4,
4203,4088,2017Q2,S08000016,,S08000016,Breast,,12,,11,
4204,4089,2017Q2,S08000016,,S08000016,Colorectal,,5,,4,
4205,4090,2017Q2,S08000016,,S08000016,Head & Neck,,2,,2,
4206,4091,2017Q2,S08000016,,S08000016,Lung,,16,,16,
4207,4092,2017Q2,S08000016,,S08000016,Lymphoma,,2,,2,
4208,4093,2017Q2,S08000016,,S08000016,Melanoma,,5,,5,
4209,4094,2017Q2,S08000016,,S08000016,Ovarian,,1,,1,
4210,4095,2017Q2,S08000016,,S08000016,Upper GI,,13,,13,
4211,4096,2017Q2,S08000016,,S08000016,Urological,,11,,11,
4212,4097,2017Q2,S08000016,,S08000024,Head & Neck,,2,,2,
4213,4098,2017Q2,S08000016,,S08000024,Lung,,3,,3,
4214,4099,2017Q2,S08000016,,S08000024,Urological,,6,,2,
4215,4100,2017Q2,S08000017,,S08000017,Breast,,10,,10,
4216,4101,2017Q2,S08000017,,S08000017,Cervical,,1,,1,
4217,4102,2017Q2,S08000017,,S08000017,Colorectal,,14,,13,
4218,4103,2017Q2,S08000017,,S08000017,Head & Neck,,3,,3,
4219,4104,2017Q2,S08000017,,S08000017,Lung,,11,,11,
4220,4105,2017Q2,S08000017,,S08000017,Lymphoma,,2,,2,
4221,4106,2017Q2,S08000017,,S08000017,Melanoma,,6,,6,
4222,4107,2017Q2,S08000017,,S08000017,Ovarian,,4,,4,
4223,4108,2017Q2,S08000017,,S08000017,Upper GI,,15,,15,
4224,4109,2017Q2,S08000017,,S08000017,Urological,,12,,12,
4225,4110,2017Q2,S08000017,,S08000024,Cervical,,1,,1,
4226,4111,2017Q2,S08000017,,S08000024,Colorectal,,1,,1,
4227,4112,2017Q2,S08000017,,S08000024,Head & Neck,,2,,2,
4228,4113,2017Q2,S08000017,,S08000024,Lung,,5,,5,
4229,4114,2017Q2,S08000017,,S08000024,Ovarian,,4,,2,
4230,4115,2017Q2,S08000017,,S08000024,Upper GI,,2,,2,
4231,4116,2017Q2,S08000017,,SB0801,Lung,,2,,1,
4232,4117,2017Q2,S08000019,,S08000019,Breast,,32,,29,
4233,4118,2017Q2,S08000019,,S08000019,Colorectal,,39,,35,
4234,4119,2017Q2,S08000019,,S08000019,Head & Neck,,3,,2,
4235,4120,2017Q2,S08000019,,S08000019,Lung,,27,,25,
4236,4121,2017Q2,S08000019,,S08000019,Lymphoma,,6,,4,
4237,4122,2017Q2,S08000019,,S08000019,Melanoma,,11,,10,
4238,4123,2017Q2,S08000019,,S08000019,Ovarian,,4,,3,
4239,4124,2017Q2,S08000019,,S08000019,Upper GI,,13,,12,
4240,4125,2017Q2,S08000019,,S08000019,Urological,,50,,41,
4241,4126,2017Q2,S08000019,,S08000024,Upper GI,,1,,0,
4242,4127,2017Q2,S08000019,,S08000031,Cervical,,3,,2,
4243,4128,2017Q2,S08000019,,S08000031,Colorectal,,1,,1,
4244,4129,2017Q2,S08000019,,S08000031,Head & Neck,,7,,2,
4245,4130,2017Q2,S08000019,,S08000031,Lung,,7,,1,
4246,4131,2017Q2,S08000019,,S08000031,Ovarian,,6,,6,
4247,4132,2017Q2,S08000019,,S08000031,Upper GI,,2,,1,
4248,4133,2017Q2,S08000019,,S08000031,Urological,,2,,1,
4249,4134,2017Q2,S08000019,,S08000032,Head & Neck,,1,,1,
4250,4135,2017Q2,S08000019,,SB0801,Lung,,2,,0,
4251,4136,2017Q2,S08000020,,S08000020,Breast,,100,,94,
4252,4137,2017Q2,S08000020,,S08000020,Cervical,,6,,5,
4253,4138,2017Q2,S08000020,,S08000020,Colorectal,,38,,25,
4254,4139,2017Q2,S08000020,,S08000020,Head & Neck,,11,,4,
4255,4140,2017Q2,S08000020,,S08000020,Lung,,63,,56,
4256,4141,2017Q2,S08000020,,S08000020,Lymphoma,,10,,7,
4257,4142,2017Q2,S08000020,,S08000020,Melanoma,,10,,8,
4258,4143,2017Q2,S08000020,,S08000020,Ovarian,,9,,8,
4259,4144,2017Q2,S08000020,,S08000020,Upper GI,,60,,57,
4260,4145,2017Q2,S08000020,,S08000020,Urological,,74,,50,
4261,4146,2017Q2,S08000020,,S08000022,Lymphoma,,1,,1,
4262,4147,2017Q2,S08000020,,S08000024,Urological,,1,,0,
4263,4148,2017Q2,S08000020,,S08000025,Breast,,1,,1,
4264,4149,2017Q2,S08000022,,S08000020,Urological,,1,,0,
4265,4150,2017Q2,S08000022,,S08000022,Breast,,48,,48,
4266,4151,2017Q2,S08000022,,S08000022,Cervical,,2,,2,
4267,4152,2017Q2,S08000022,,S08000022,Colorectal,,37,,30,
4268,4153,2017Q2,S08000022,,S08000022,Head & Neck,,2,,2,
4269,4154,2017Q2,S08000022,,S08000022,Lung,,27,,26,
4270,4155,2017Q2,S08000022,,S08000022,Lymphoma,,8,,7,
4271,4156,2017Q2,S08000022,,S08000022,Melanoma,,7,,6,
4272,4157,2017Q2,S08000022,,S08000022,Ovarian,,5,,4,
4273,4158,2017Q2,S08000022,,S08000022,Upper GI,,19,,14,
4274,4159,2017Q2,S08000022,,S08000022,Urological,,29,,15,
4275,4160,2017Q2,S08000022,,S08000024,Urological,,1,,1,
4276,4161,2017Q2,S08000022,,S08000028,Breast,,1,,1,
4277,4162,2017Q2,S08000022,,S08000031,Colorectal,,2,,2,
4278,4163,2017Q2,S08000022,,S08000031,Lung,,1,,1,
4279,4164,2017Q2,S08000022,,S08000031,Urological,,1,,1,
4280,4165,2017Q2,S08000022,,SB0801,Lung,,2,,1,
4281,4166,2017Q2,S08000024,,S08000016,Breast,,2,,2,
4282,4167,2017Q2,S08000024,,S08000024,Breast,,195,,194,
4283,4168,2017Q2,S08000024,,S08000024,Cervical,,5,,5,
4284,4169,2017Q2,S08000024,,S08000024,Colorectal,,75,,60,
4285,4170,2017Q2,S08000024,,S08000024,Head & Neck,,34,,31,
4286,4171,2017Q2,S08000024,,S08000024,Lung,,58,,57,
4287,4172,2017Q2,S08000024,,S08000024,Lymphoma,,25,,19,
4288,4173,2017Q2,S08000024,,S08000024,Melanoma,,21,,18,
4289,4174,2017Q2,S08000024,,S08000024,Ovarian,,4,,3,
4290,4175,2017Q2,S08000024,,S08000024,Upper GI,,22,,20,
4291,4176,2017Q2,S08000024,,S08000024,Urological,,100,,68,
4292,4177,2017Q2,S08000024,,S08000029,Breast,,6,,6,
4293,4178,2017Q2,S08000025,,S08000020,Lung,,1,,1,
4294,4179,2017Q2,S08000025,,S08000020,Upper GI,,2,,2,
4295,4180,2017Q2,S08000025,,S08000025,Colorectal,,1,,1,
4296,4181,2017Q2,S08000025,,S08000025,Melanoma,,1,,1,
4297,4182,2017Q2,S08000025,,S08000025,Upper GI,,1,,1,
4298,4183,2017Q2,S08000025,,S08000025,Urological,,1,,1,
4299,4184,2017Q2,S08000026,,S08000020,Breast,,1,,1,
4300,4185,2017Q2,S08000026,,S08000020,Head & Neck,,1,,0,
4301,4186,2017Q2,S08000026,,S08000020,Ovarian,,1,,1,
4302,4187,2017Q2,S08000026,,S08000026,Breast,,2,,2,
4303,4188,2017Q2,S08000026,,S08000026,Colorectal,,3,,3,
4304,4189,2017Q2,S08000026,,S08000026,Urological,,1,,1,
4305,4190,2017Q2,S08000028,,S08000020,Urological,,1,,0,
4306,4191,2017Q2,S08000028,,S08000022,Upper GI,,2,,2,
4307,4192,2017Q2,S08000028,,S08000022,Urological,,3,,1,
4308,4193,2017Q2,S08000028,,S08000024,Urological,,1,,0,
4309,4194,2017Q2,S08000028,,S08000028,Colorectal,,1,,1,
4310,4195,2017Q2,S08000028,,S08000028,Lung,,3,,3,
4311,4196,2017Q2,S08000028,,S08000028,Ovarian,,1,,0,
4312,4197,2017Q2,S08000028,,S08000028,Upper GI,,1,,1,
4313,4198,2017Q2,S08000028,,S08000028,Urological,,3,,2,
4314,4199,2017Q2,S08000028,,S08000031,Upper GI,,1,,1,
4315,4200,2017Q2,S08000029,,S08000024,Cervical,,1,,0,
4316,4201,2017Q2,S08000029,,S08000024,Colorectal,,1,,1,
4317,4202,2017Q2,S08000029,,S08000024,Head & Neck,,11,,11,
4318,4203,2017Q2,S08000029,,S08000024,Lung,,20,,15,
4319,4204,2017Q2,S08000029,,S08000024,Lymphoma,,2,,0,
4320,4205,2017Q2,S08000029,,S08000024,Ovarian,,1,,0,
4321,4206,2017Q2,S08000029,,S08000024,Upper GI,,2,,2,
4322,4207,2017Q2,S08000029,,S08000024,Urological,,4,,3,
4323,4208,2017Q2,S08000029,,S08000029,Breast,,34,,34,
4324,4209,2017Q2,S08000029,,S08000029,Cervical,,3,,2,
4325,4210,2017Q2,S08000029,,S08000029,Colorectal,,20,,20,
4326,4211,2017Q2,S08000029,,S08000029,Head & Neck,,2,,2,
4327,4212,2017Q2,S08000029,,S08000029,Lung,,45,,44,
4328,4213,2017Q2,S08000029,,S08000029,Lymphoma,,7,,7,
4329,4214,2017Q2,S08000029,,S08000029,Melanoma,,3,,3,
4330,4215,2017Q2,S08000029,,S08000029,Ovarian,,3,,3,
4331,4216,2017Q2,S08000029,,S08000029,Upper GI,,25,,25,
4332,4217,2017Q2,S08000029,,S08000029,Urological,,27,,23,
4333,4218,2017Q2,S08000029,,S08000030,Head & Neck,,5,,5,
4334,4219,2017Q2,S08000029,,S08000030,Lung,,3,,3,
4335,4220,2017Q2,S08000030,,S08000020,Cervical,,1,,0,
4336,4221,2017Q2,S08000030,,S08000020,Lung,,1,,1,
4337,4222,2017Q2,S08000030,,S08000024,Lung,,6,,1,
4338,4223,2017Q2,S08000030,,S08000029,Lung,,1,,1,
4339,4224,2017Q2,S08000030,,S08000030,Breast,,80,,75,
4340,4225,2017Q2,S08000030,,S08000030,Cervical,,3,,3,
4341,4226,2017Q2,S08000030,,S08000030,Colorectal,,52,,44,
4342,4227,2017Q2,S08000030,,S08000030,Head & Neck,,3,,3,
4343,4228,2017Q2,S08000030,,S08000030,Lung,,40,,36,
4344,4229,2017Q2,S08000030,,S08000030,Lymphoma,,1,,1,
4345,4230,2017Q2,S08000030,,S08000030,Melanoma,,4,,4,
4346,4231,2017Q2,S08000030,,S08000030,Ovarian,,4,,4,
4347,4232,2017Q2,S08000030,,S08000030,Upper GI,,31,,30,
4348,4233,2017Q2,S08000030,,S08000030,Urological,,33,,26,
4349,4234,2017Q2,S08000031,,S08000019,Breast,,3,,3,
4350,4235,2017Q2,S08000031,,S08000022,Colorectal,,1,,0,
4351,4236,2017Q2,S08000031,,S08000022,Lymphoma,,1,,1,
4352,4237,2017Q2,S08000031,,S08000024,Breast,,1,,0,
4353,4238,2017Q2,S08000031,,S08000031,Breast,,213,,198,
4354,4239,2017Q2,S08000031,,S08000031,Cervical,,14,,13,
4355,4240,2017Q2,S08000031,,S08000031,Colorectal,,121,,95,
4356,4241,2017Q2,S08000031,,S08000031,Head & Neck,,46,,39,
4357,4242,2017Q2,S08000031,,S08000031,Lung,,137,,127,
4358,4243,2017Q2,S08000031,,S08000031,Lymphoma,,44,,40,
4359,4244,2017Q2,S08000031,,S08000031,Melanoma,,35,,32,
4360,4245,2017Q2,S08000031,,S08000031,Ovarian,,17,,17,
4361,4246,2017Q2,S08000031,,S08000031,Upper GI,,91,,75,
4362,4247,2017Q2,S08000031,,S08000031,Urological,,132,,81,
4363,4248,2017Q2,S08000031,,S08000032,Breast,,41,,39,
4364,4249,2017Q2,S08000031,,SB0801,Lung,,27,,16,
4365,4250,2017Q2,S08000032,,S08000031,Breast,,3,,3,
4366,5251,2018Q3,S08000032,,S08000031,Lung,,6,,6,
4367,5252,2018Q3,S08000032,,S08000031,Melanoma,,2,,2,
4368,5253,2018Q3,S08000032,,S08000031,Ovarian,,5,,4,
4369,5254,2018Q3,S08000032,,S08000031,Upper GI,,9,,9,
4370,5255,2018Q3,S08000032,,S08000031,Urological,,1,,0,
4371,5256,2018Q3,S08000032,,S08000032,Breast,,65,,65,
4372,5257,2018Q3,S08000032,,S08000032,Cervical,,1,,1,
4373,5258,2018Q3,S08000032,,S08000032,Colorectal,,51,,46,
4374,5259,2018Q3,S08000032,,S08000032,Head & Neck,,13,,13,
4375,5260,2018Q3,S08000032,,S08000032,Lung,,36,,36,
4376,5261,2018Q3,S08000032,,S08000032,Lymphoma,,4,,4,
4377,5262,2018Q3,S08000032,,S08000032,Melanoma,,28,,28,
4378,5263,2018Q3,S08000032,,S08000032,Ovarian,,1,,1,
4379,5264,2018Q3,S08000032,,S08000032,Upper GI,,24,,23,
4380,5265,2018Q3,S08000032,,S08000032,Urological,,57,,56,
4381,5266,2018Q3,S08000032,,SB0801,Lung,,6,,5,
4382,5267,2018Q4,S08000015,,S08000015,Breast,,91,,86,
4383,5268,2018Q4,S08000015,,S08000015,Cervical,,3,,3,
4384,5269,2018Q4,S08000015,,S08000015,Colorectal,,52,,32,
4385,5270,2018Q4,S08000015,,S08000015,Head & Neck,,13,,11,
4386,5271,2018Q4,S08000015,,S08000015,Lung,,43,,41,
4387,5272,2018Q4,S08000015,,S08000015,Lymphoma,,1,,1,
4388,5273,2018Q4,S08000015,,S08000015,Melanoma,,9,,8,
4389,5274,2018Q4,S08000015,,S08000015,Upper GI,,27,,24,
4390,5275,2018Q4,S08000015,,S08000015,Urological,,32,,29,
4391,5276,2018Q4,S08000015,,S08000017,Breast,,1,,1,
4392,5277,2018Q4,S08000015,,S08000024,Breast,,1,,1,
4393,5278,2018Q4,S08000015,,S08000031,Cervical,,3,,0,
4394,5279,2018Q4,S08000015,,S08000031,Colorectal,,7,,2,
4395,5280,2018Q4,S08000015,,S08000031,Head & Neck,,3,,3,
4396,5281,2018Q4,S08000015,,S08000031,Lung,,8,,7,
4397,5282,2018Q4,S08000015,,S08000031,Lymphoma,,1,,1,
4398,4251,2017Q2,S08000032,,S08000031,Cervical,,5,,5,
4399,4252,2017Q2,S08000032,,S08000031,Colorectal,,5,,5,
4400,4253,2017Q2,S08000032,,S08000031,Lung,,8,,8,
4401,4254,2017Q2,S08000032,,S08000031,Ovarian,,4,,4,
4402,4255,2017Q2,S08000032,,S08000031,Upper GI,,1,,1,
4403,4256,2017Q2,S08000032,,S08000031,Urological,,3,,3,
4404,4257,2017Q2,S08000032,,S08000032,Breast,,43,,43,
4405,4258,2017Q2,S08000032,,S08000032,Cervical,,1,,1,
4406,4259,2017Q2,S08000032,,S08000032,Colorectal,,47,,46,
4407,4260,2017Q2,S08000032,,S08000032,Head & Neck,,5,,5,
4408,4261,2017Q2,S08000032,,S08000032,Lung,,24,,24,
4409,4262,2017Q2,S08000032,,S08000032,Lymphoma,,3,,3,
4410,4263,2017Q2,S08000032,,S08000032,Melanoma,,23,,23,
4411,4264,2017Q2,S08000032,,S08000032,Ovarian,,4,,4,
4412,4265,2017Q2,S08000032,,S08000032,Upper GI,,18,,18,
4413,4266,2017Q2,S08000032,,S08000032,Urological,,50,,43,
4414,4267,2017Q2,S08000032,,SB0801,Lung,,7,,6,
4415,4268,2017Q3,S08000015,,S08000015,Breast,,95,,94,
4416,4269,2017Q3,S08000015,,S08000015,Colorectal,,45,,37,
4417,4270,2017Q3,S08000015,,S08000015,Head & Neck,,10,,7,
4418,4271,2017Q3,S08000015,,S08000015,Lung,,38,,35,
4419,4272,2017Q3,S08000015,,S08000015,Lymphoma,,2,,2,
4420,4273,2017Q3,S08000015,,S08000015,Melanoma,,9,,9,
4421,4274,2017Q3,S08000015,,S08000015,Ovarian,,1,,1,
4422,4275,2017Q3,S08000015,,S08000015,Upper GI,,21,,20,
4423,4276,2017Q3,S08000015,,S08000015,Urological,,35,,33,
4424,4277,2017Q3,S08000015,,S08000017,Breast,,6,,6,
4425,4278,2017Q3,S08000015,,S08000031,Breast,,1,,1,
4426,4279,2017Q3,S08000015,,S08000031,Colorectal,,1,,1,
4427,4280,2017Q3,S08000015,,S08000031,Head & Neck,,3,,2,
4428,4281,2017Q3,S08000015,,S08000031,Lung,,10,,8,
4429,4282,2017Q3,S08000015,,S08000031,Melanoma,,1,,1,
4430,4283,2017Q3,S08000015,,S08000031,Ovarian,,5,,4,
4431,4284,2017Q3,S08000015,,S08000031,Upper GI,,7,,1,
4432,4285,2017Q3,S08000015,,S08000031,Urological,,6,,0,
4433,4286,2017Q3,S08000015,,SB0801,Lung,,6,,3,
4434,4287,2017Q3,S08000016,,S08000016,Breast,,10,,10,
4435,4288,2017Q3,S08000016,,S08000016,Colorectal,,11,,11,
4436,4289,2017Q3,S08000016,,S08000016,Head & Neck,,1,,1,
4437,4290,2017Q3,S08000016,,S08000016,Lung,,10,,10,
4438,4291,2017Q3,S08000016,,S08000016,Lymphoma,,4,,4,
4439,4292,2017Q3,S08000016,,S08000016,Melanoma,,7,,7,
4440,4293,2017Q3,S08000016,,S08000016,Ovarian,,2,,2,
4441,4294,2017Q3,S08000016,,S08000016,Upper GI,,4,,4,
4442,4295,2017Q3,S08000016,,S08000016,Urological,,12,,12,
4443,4296,2017Q3,S08000016,,S08000024,Cervical,,2,,2,
4444,4297,2017Q3,S08000016,,S08000024,Colorectal,,1,,1,
4445,4298,2017Q3,S08000016,,S08000024,Head & Neck,,3,,3,
4446,4299,2017Q3,S08000016,,S08000024,Lung,,5,,5,
4447,4300,2017Q3,S08000016,,S08000024,Upper GI,,2,,2,
4448,4301,2017Q3,S08000016,,S08000024,Urological,,3,,3,
4449,4302,2017Q3,S08000017,,S08000017,Breast,,14,,14,
4450,4303,2017Q3,S08000017,,S08000017,Colorectal,,14,,13,
4451,4304,2017Q3,S08000017,,S08000017,Lung,,13,,12,
4452,4305,2017Q3,S08000017,,S08000017,Lymphoma,,4,,4,
4453,4306,2017Q3,S08000017,,S08000017,Melanoma,,2,,2,
4454,4307,2017Q3,S08000017,,S08000017,Ovarian,,2,,2,
4455,4308,2017Q3,S08000017,,S08000017,Upper GI,,11,,11,
4456,4309,2017Q3,S08000017,,S08000017,Urological,,11,,11,
4457,4310,2017Q3,S08000017,,S08000024,Lung,,1,,1,
4458,4311,2017Q3,S08000017,,S08000024,Upper GI,,4,,4,
4459,4312,2017Q3,S08000017,,S08000024,Urological,,1,,0,
4460,4313,2017Q3,S08000017,,SB0801,Lung,,2,,2,
